nohup: ignoring input
Namespace(backbone='resnet50', ft_type='ws', epochs=200, batch_size=32, num_classes=100, warm=1, base=False, lr=0.1, device='cuda:1', num_workers=8, hid_dim=4, n_heads_list=[1])
Files already downloaded and verified
Files already downloaded and verified
Training Epoch: 1 [160/50000]	Loss: 5.6452	LR: 0.000000
Training Epoch: 1 [12032/50000]	Loss: 4.6212	LR: 0.023736
Training Epoch: 1 [12064/50000]	Loss: 4.6549	LR: 0.023800
Training Epoch: 1 [12096/50000]	Loss: 4.6567	LR: 0.023864
Training Epoch: 1 [12128/50000]	Loss: 4.7384	LR: 0.023928
Training Epoch: 1 [12160/50000]	Loss: 4.7211	LR: 0.023992
Training Epoch: 1 [12192/50000]	Loss: 4.6098	LR: 0.024056
Training Epoch: 1 [12224/50000]	Loss: 4.5910	LR: 0.024120
Training Epoch: 1 [12256/50000]	Loss: 4.6697	LR: 0.024184
Training Epoch: 1 [12288/50000]	Loss: 4.7379	LR: 0.024248
Training Epoch: 1 [12320/50000]	Loss: 4.6757	LR: 0.024312
Training Epoch: 1 [12352/50000]	Loss: 4.6400	LR: 0.024376
Training Epoch: 1 [12384/50000]	Loss: 4.6300	LR: 0.024440
Training Epoch: 1 [12416/50000]	Loss: 4.4884	LR: 0.024504
Training Epoch: 1 [12448/50000]	Loss: 4.5535	LR: 0.024568
Training Epoch: 1 [12480/50000]	Loss: 4.7788	LR: 0.024632
Training Epoch: 1 [12512/50000]	Loss: 4.6786	LR: 0.024696
Training Epoch: 1 [12544/50000]	Loss: 4.6705	LR: 0.024760
Training Epoch: 1 [12576/50000]	Loss: 4.7206	LR: 0.024824
Training Epoch: 1 [12608/50000]	Loss: 4.6520	LR: 0.024888
Training Epoch: 1 [12640/50000]	Loss: 4.6002	LR: 0.024952
Training Epoch: 1 [12672/50000]	Loss: 4.7096	LR: 0.025016
Training Epoch: 1 [12704/50000]	Loss: 4.6704	LR: 0.025080
Training Epoch: 1 [12736/50000]	Loss: 5.1828	LR: 0.025144
Training Epoch: 1 [12768/50000]	Loss: 4.8311	LR: 0.025208
Training Epoch: 1 [12800/50000]	Loss: 4.6885	LR: 0.025272
Training Epoch: 1 [12832/50000]	Loss: 4.6065	LR: 0.025336
Training Epoch: 1 [12864/50000]	Loss: 4.6869	LR: 0.025400
Training Epoch: 1 [12896/50000]	Loss: 4.5909	LR: 0.025464
Training Epoch: 1 [12928/50000]	Loss: 4.5401	LR: 0.025528
Training Epoch: 1 [12960/50000]	Loss: 4.7849	LR: 0.025592
Training Epoch: 1 [12992/50000]	Loss: 4.5828	LR: 0.025656
Training Epoch: 1 [13024/50000]	Loss: 4.6763	LR: 0.025720
Training Epoch: 1 [13056/50000]	Loss: 4.6394	LR: 0.025784
Training Epoch: 1 [13088/50000]	Loss: 4.6309	LR: 0.025848
Training Epoch: 1 [13120/50000]	Loss: 4.5577	LR: 0.025912
Training Epoch: 1 [13152/50000]	Loss: 4.7118	LR: 0.025976
Training Epoch: 1 [13184/50000]	Loss: 4.4904	LR: 0.026040
Training Epoch: 1 [13216/50000]	Loss: 4.6171	LR: 0.026104
Training Epoch: 1 [13248/50000]	Loss: 4.7358	LR: 0.026168
Training Epoch: 1 [13280/50000]	Loss: 4.6126	LR: 0.026232
Training Epoch: 1 [13312/50000]	Loss: 4.5646	LR: 0.026296
Training Epoch: 1 [13344/50000]	Loss: 4.5342	LR: 0.026360
Training Epoch: 1 [13376/50000]	Loss: 4.6234	LR: 0.026424
Training Epoch: 1 [13408/50000]	Loss: 4.6488	LR: 0.026488
Training Epoch: 1 [13440/50000]	Loss: 4.8996	LR: 0.026552
Training Epoch: 1 [13472/50000]	Loss: 4.6505	LR: 0.026615
Training Epoch: 1 [13504/50000]	Loss: 4.5978	LR: 0.026679
Training Epoch: 1 [13536/50000]	Loss: 4.6553	LR: 0.026743
Training Epoch: 1 [13568/50000]	Loss: 4.5604	LR: 0.026807
Training Epoch: 1 [13600/50000]	Loss: 4.7774	LR: 0.026871
Training Epoch: 1 [13632/50000]	Loss: 4.5891	LR: 0.026935
Training Epoch: 1 [13664/50000]	Loss: 4.6770	LR: 0.026999
Training Epoch: 1 [13696/50000]	Loss: 4.6434	LR: 0.027063
Training Epoch: 1 [13728/50000]	Loss: 4.6246	LR: 0.027127
Training Epoch: 1 [13760/50000]	Loss: 4.5213	LR: 0.027191
Training Epoch: 1 [13792/50000]	Loss: 4.8374	LR: 0.027255
Training Epoch: 1 [13824/50000]	Loss: 4.7998	LR: 0.027319
